step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
411,1308888,3288,0.6658728517515926,0.0,0.5896686159844055
412,1311328,3296,0.5578737860524728,0.0,0.5389876880984952
413,1313640,3304,0.5327595144803422,0.0,0.6180904522613065
414,1317296,3312,0.5263230542615017,0.0,0.5736704446381866
415,1321656,3320,0.43978238594282815,0.0,0.5565134099616859
416,1324416,3328,0.5034028744609765,0.0,0.5930372148859544
417,1327752,3336,0.4359474239915612,0.0,0.5855039637599094
418,1330384,3344,0.4627271683857507,0.0,0.6345238095238095
419,1334552,3352,0.32224117293956644,0.0,0.6093567251461989
420,1337056,3360,0.5305496367013496,0.0,0.6119951040391677
421,1339176,3368,0.49524861220626254,0.0,0.593607305936073
422,1342320,3376,0.38511235149973905,0.0,0.5963777490297542
423,1345208,3384,0.4689062543819938,0.0,0.5663600525624178
424,1347648,3392,0.6114297714749268,0.0,0.5719139297848245
425,1350792,3400,0.3839636276832204,0.0,0.5608011444921316
426,1354384,3408,0.5151902395773541,0.0,0.5485110470701249
427,1358168,3416,0.47856417841973975,0.0,0.5822898032200358
428,1361824,3424,0.44828898188180927,0.0,0.5910418695228822
429,1364392,3432,0.6346848881475464,0.0,0.5965270684371808
430,1367536,3440,0.47461158090479877,0.0,0.5785219399538106
431,1370424,3448,0.3879727625979647,0.0,0.5947802197802198
432,1374144,3456,0.4068392062094554,0.0,0.615
433,1376200,3464,0.5451152700825276,0.0,0.6236842105263158
434,1380176,3472,0.42561039064854506,0.0,0.611365719523373
435,1384408,3480,0.42856332239716743,0.0,0.582302568981922
436,1386784,3488,0.3466177305155449,0.0,0.5831702544031311
437,1389928,3496,0.46871326666976715,0.0,0.6264940239043825
438,1392112,3504,0.5557388494779688,0.0,0.5827814569536424
439,1394680,3512,0.4997614563675737,0.0,0.595448798988622
440,1397376,3520,0.52002329525183,0.0,0.6095965103598692
441,1400200,3528,0.5123259756015259,0.0,0.572737686139748
442,1403664,3536,0.38640734256785647,0.0,0.5865504358655044
443,1410264,3544,0.2672625391607125,0.0,0.5974842767295597
444,1412832,3552,0.5020939784253831,0.0,0.5891276864728192
445,1415528,3560,0.5059136370129694,0.0,0.6155606407322655
446,1419184,3568,0.4946657135753635,0.0,0.6281847133757962
447,1423032,3576,0.4909301504720104,0.0,0.6066775244299675
448,1426432,3584,0.4882340822013294,0.0,0.5946745562130178
449,1429896,3592,0.40004077947376365,0.0,0.558109833971903
450,1433936,3600,0.3961923660076557,0.0,0.5770423991726991
451,1436952,3608,0.41212469976111454,0.0,0.6010430247718384
452,1439840,3616,0.6393010541339544,0.0,0.59846547314578
453,1443752,3624,0.4483217903572644,0.0,0.5961887477313974
454,1446576,3632,0.41909711418108936,0.0,0.6333333333333333
455,1449464,3640,0.5721674888485663,0.0,0.5433070866141733
456,1451648,3648,0.6101125387246854,0.0,0.5785627283800243
457,1454088,3656,0.5009243010050766,0.0,0.6413551401869159
458,1456592,3664,0.6365705885461804,0.0,0.5654627539503386
459,1460632,3672,0.4232591185599687,0.0,0.5820158102766798
460,1462944,3680,0.510172621978531,0.0,0.5948158253751705
461,1466344,3688,0.4589099019797125,0.0,0.6189573459715639
462,1470320,3696,0.37548232141884563,0.0,0.6534839924670434
463,1472632,3704,0.5248995041887512,0.0,0.5864553314121037
464,1475008,3712,0.5206067985793783,0.0,0.6044678055190539
465,1477512,3720,0.5754488339028818,0.0,0.5656441717791411
466,1480336,3728,0.5703526675900776,0.0,0.5809426229508197
467,1483288,3736,0.5868861747370352,0.0,0.5726915520628684
468,1487584,3744,0.36990697810373196,0.0,0.6059730250481695
469,1491688,3752,0.4813104756707235,0.0,0.6040100250626567
470,1495664,3760,0.3682735873473013,0.0,0.5882352941176471
471,1498232,3768,0.5333845471089512,0.0,0.5843091334894613
472,1500736,3776,0.5474416564961704,0.0,0.60250569476082
473,1503688,3784,0.3976331156445529,0.0,0.6214470284237726
474,1507408,3792,0.44186479149850955,0.0,0.5466666666666666
475,1509976,3800,0.6251065803653627,0.0,0.582983193277311
476,1513824,3808,0.41783111772518355,0.0,0.592901878914405
477,1517416,3816,0.4399762693602585,0.0,0.5680166147455867
478,1522608,3824,0.4255747476444114,0.0,0.6026200873362445
479,1525304,3832,0.5513172642488298,0.0,0.5993820803295572
480,1528256,3840,0.4787501399561845,0.0,0.5866983372921615
481,1532168,3848,0.373294833837885,0.0,0.6340755082284608
482,1535888,3856,0.3688126413980385,0.0,0.5712545676004872
483,1538264,3864,0.41884080060727463,0.0,0.5996860282574569
484,1543904,3872,0.3008538180047155,0.0,0.6185022026431718
485,1548392,3880,0.42144425878920044,0.0,0.5975103734439834
486,1551920,3888,0.35037465415617586,0.0,0.5777777777777777
487,1556088,3896,0.37954711476495656,0.0,0.596
488,1558784,3904,0.47643413933211387,0.0,0.5526675786593708
489,1561672,3912,0.4647535892320873,0.0,0.595873786407767
490,1565648,3920,0.39936808457857076,0.0,0.595166163141994
491,1567640,3928,0.5802416672824439,0.0,0.6140350877192983
492,1571104,3936,0.5148217854386432,0.0,0.6151172893136403
493,1573864,3944,0.39489408538628007,0.0,0.6210235131396957
494,1576432,3952,0.4690197340454404,0.0,0.6070460704607046
495,1579384,3960,0.45310567923320516,0.0,0.616
496,1582080,3968,0.5603413487665273,0.0,0.6164658634538153
497,1584712,3976,0.5578189861421406,0.0,0.5730858468677494
498,1587792,3984,0.48047728774408793,0.0,0.5666666666666667
499,1591896,3992,0.3865754329101791,0.0,0.5619469026548672
500,1594656,4000,0.4172715612604533,0.0,0.6204663212435233
501,1596904,4008,0.5797892894575065,0.0,0.616800920598389
502,1600496,4016,0.4035895409954074,0.0,0.6161504424778761
503,1603256,4024,0.5262126106205934,0.0,0.6160337552742616
504,1606528,4032,0.5072459479984502,0.0,0.6084452975047985
505,1609480,4040,0.5005666770784655,0.0,0.5739030023094688
506,1612368,4048,0.5587070330555886,0.0,0.5440528634361234
507,1614936,4056,0.5563068830423236,0.0,0.5705882352941176
508,1617440,4064,0.5109159279894109,0.0,0.6009557945041816
509,1619432,4072,0.5717599913333663,0.0,0.6048502139800286
510,1622128,4080,0.59650234171606,0.0,0.5685483870967742
511,1623992,4088,0.5101131610468935,0.0,0.5771230502599654
512,1627200,4096,0.397933676247664,0.0,0.5940224159402242
513,1631624,4104,0.46340272402666444,0.0,0.5862884160756501
514,1635216,4112,0.4499788458903562,0.0,0.5708376421923474
515,1638680,4120,0.5581525923052073,0.0,0.5896346644010195
516,1641632,4128,0.40490447452328093,0.0,0.6079691516709511
517,1644200,4136,0.5797502877489092,0.0,0.5957219251336898
518,1646704,4144,0.5747984426134038,0.0,0.5794813979706878
519,1649336,4152,0.5517566339309956,0.0,0.567342073897497
520,1652992,4160,0.49852741100942355,0.0,0.6029411764705882
521,1656264,4168,0.5218376891242209,0.0,0.5553299492385787
522,1659344,4176,0.4659097448105089,0.0,0.5637910085054678
523,1661848,4184,0.545918950452503,0.0,0.6416837782340863
524,1665760,4192,0.3153625700765656,0.0,0.5731382978723404
525,1668776,4200,0.556806166191088,0.0,0.5778894472361809
526,1672496,4208,0.29563525269715857,0.0,0.5734824281150159
527,1674936,4216,0.5347144108491986,0.0,0.5878787878787879
528,1678528,4224,0.589471591479418,0.0,0.5772292993630573
529,1681800,4232,0.4526008894019681,0.0,0.6128016789087093
530,1685200,4240,0.4552590556467777,0.0,0.581798483206934
531,1687960,4248,0.5237405216612747,0.0,0.5807560137457045
532,1691680,4256,0.4963121323495232,0.0,0.5505293551491819
533,1694824,4264,0.4307233217145281,0.0,0.6
534,1697840,4272,0.5251577466898799,0.0,0.6230314960629921
535,1700280,4280,0.7132803730899995,0.0,0.5862745098039216
536,1705216,4288,0.4111368529802069,0.0,0.5972434915773354
537,1708552,4296,0.5056896304928288,0.0,0.5888223552894212
538,1711568,4304,0.43591199957433596,0.0,0.5970695970695971
539,1714456,4312,0.4701634510961478,0.0,0.6065573770491803
540,1717664,4320,0.4912693538888061,0.0,0.6077294685990338
541,1720104,4328,0.5101550813449406,0.0,0.5543964232488823
542,1722864,4336,0.45769122303231113,0.0,0.5729303547963206
543,1726008,4344,0.6540513597337007,0.0,0.5852498017446471
544,1728576,4352,0.5468430171491712,0.0,0.5834305717619603
545,1731528,4360,0.5104622961073686,0.0,0.6126984126984127
546,1735504,4368,0.4449619841492477,0.0,0.618693134822167
547,1738584,4376,0.31217265765080676,0.0,0.619482496194825
548,1742112,4384,0.571652090083405,0.0,0.5495726495726496
549,1746984,4392,0.3258890447675618,0.0,0.5774499473129611
550,1749872,4400,0.5328101560792238,0.0,0.6118226600985222
551,1753144,4408,0.44138247974687833,0.0,0.5773672055427251
552,1756864,4416,0.41399077759137975,0.0,0.6181818181818182
553,1763080,4424,0.35250681393944955,0.0,0.5848179705654531
554,1767184,4432,0.4000158549546001,0.0,0.583011583011583
555,1770328,4440,0.49060398995860405,0.0,0.6144455747711088
556,1776544,4448,0.2772371516259954,0.0,0.6070110701107011
557,1780648,4456,0.4022182947496354,0.0,0.5842155919153031
558,1783536,4464,0.6936136005478558,0.0,0.5858921161825726
559,1786232,4472,0.5903277919667718,0.0,0.5395763656633222
560,1790656,4480,0.35752844000731626,0.0,0.5660980810234542
561,1793800,4488,0.47220466251010745,0.0,0.5941375422773394
562,1796368,4496,0.40922858357391273,0.0,0.6739409499358151
563,1799896,4504,0.645465123065979,0.0,0.5897615708274895
564,1802656,4512,0.6484356789561098,0.0,0.5578034682080925
565,1807528,4520,0.34982952840917103,0.0,0.6011288805268109
566,1810992,4528,0.5860396884906479,0.0,0.6117381489841986
567,1813752,4536,0.5118856195324023,0.0,0.5676004872107187
568,1817216,4544,0.4278620943724493,0.0,0.6122026887280249
569,1820168,4552,0.5407222104025646,0.0,0.6129943502824858
570,1823312,4560,0.476065664002769,0.0,0.5843714609286523
571,1826712,4568,0.3432415972604293,0.0,0.6365824308062575
572,1829600,4576,0.4679596357178962,0.0,0.580335731414868
573,1832808,4584,0.45023480086445994,0.0,0.6118012422360248
574,1835760,4592,0.4894071352886873,0.0,0.6004319654427646
575,1838584,4600,0.4330458065883916,0.0,0.5844327176781002
576,1841344,4608,0.4428795619025144,0.0,0.6231707317073171
577,1845064,4616,0.4290182304047485,0.0,0.5601300108342362
578,1847824,4624,0.5176119374916406,0.0,0.6317991631799164
579,1850456,4632,0.5207210460192547,0.0,0.5972222222222222
580,1852576,4640,0.6004211720592345,0.0,0.5716180371352785
581,1855720,4648,0.3721887987985984,0.0,0.584931506849315
582,1859120,4656,0.43533925026674797,0.0,0.6211055276381909
583,1861944,4664,0.4430272054585043,0.0,0.6195121951219512
584,1864832,4672,0.36412057551098087,0.0,0.6434010152284264
585,1868296,4680,0.4228979464440866,0.0,0.5608899297423887
586,1871824,4688,0.4409262113146424,0.0,0.5884115884115884
587,1874136,4696,0.6657406304303879,0.0,0.5285714285714286
588,1876640,4704,0.6159051380986857,0.0,0.5706521739130435
589,1880040,4712,0.6054571794662154,0.0,0.6120058565153733
590,1882992,4720,0.5098074597508192,0.0,0.5831485587583148
591,1886584,4728,0.5813174405491893,0.0,0.5432733504712939
592,1889408,4736,0.5467269905204191,0.0,0.5985552115583075
593,1890888,4744,0.6758358795292067,0.0,0.5924170616113744
594,1897104,4752,0.30195052112874166,0.0,0.5869380831212893
595,1901144,4760,0.4623843468558024,0.0,0.5695732838589982
596,1904800,4768,0.33339964517781706,0.0,0.6081946222791293
597,1908008,4776,0.6126502629215618,0.0,0.5826235093696763
598,1912240,4784,0.487695210913019,0.0,0.599687255668491
599,1915896,4792,0.44566805073826116,0.0,0.599803343166175
600,1920640,4800,0.38523982637265247,0.0,0.5510805500982319
601,1922888,4808,0.5777116087243216,0.0,0.6017156862745098
602,1925392,4816,0.5999955629180919,0.0,0.5848017621145375
603,1930776,4824,0.35807423847652653,0.0,0.5627864344637947
604,1934304,4832,0.33489933586447834,0.0,0.6242274412855378
605,1937704,4840,0.4261153475151017,0.0,0.6500508646998983
606,1940400,4848,0.4281144354309635,0.0,0.6164199192462988
607,1943096,4856,0.5607027584656457,0.0,0.5965665236051502
608,1946112,4864,0.4603894016620436,0.0,0.6139240506329114
609,1949192,4872,0.6429476618609183,0.0,0.5632393084622384
610,1952016,4880,0.5383390276720905,0.0,0.5675368898978433
611,1954968,4888,0.4683798177690903,0.0,0.5742821473158551
612,1956960,4896,0.6285360251150434,0.0,0.5388059701492537
613,1960168,4904,0.5342806065101144,0.0,0.6069469835466179
614,1963248,4912,0.4408693603544977,0.0,0.5931428571428572
615,1967160,4920,0.39406802906889277,0.0,0.566017316017316
616,1969984,4928,0.6589049990399998,0.0,0.581651376146789
617,1974792,4936,0.3387570655955912,0.0,0.6207215541165587
618,1978256,4944,0.39814756697973014,0.0,0.6312968917470525
619,1981016,4952,0.4739350067862506,0.0,0.6105769230769231
620,1983776,4960,0.5228515722330903,0.0,0.6215644820295984
621,1985640,4968,0.6233064385367155,0.0,0.5726744186046512
622,1991344,4976,0.40796295481989153,0.0,0.5613905325443787
623,1995384,4984,0.39060454915059517,0.0,0.62109375
624,1999232,4992,0.5466500147332422,0.0,0.555923777961889
625,2004872,5000,0.2764649246889788,0.0,0.608257804632427
626,2008528,5008,0.3682721175966285,0.0,0.579874213836478
627,2011992,5016,0.4194785254741699,0.0,0.5946248600223965
628,2017824,5024,0.3170464197865185,0.0,0.625
629,2020008,5032,0.5633775779961557,0.0,0.5593451568894953
630,2024048,5040,0.4895946507594179,0.0,0.6339285714285714
631,2027064,5048,0.5237682307747199,0.0,0.5864978902953587
632,2030848,5056,0.38560066319500474,0.0,0.5813148788927336
633,2034120,5064,0.528718489867822,0.0,0.5977653631284916
634,2037648,5072,0.373777349794281,0.0,0.5935637663885578
635,2040728,5080,0.5996609822275376,0.0,0.5928509154315605
636,2045920,5088,0.4621778672582039,0.0,0.6095176010430248
637,2048360,5096,0.49712792029673286,0.0,0.5949044585987261
638,2051888,5104,0.427667544032074,0.0,0.6418918918918919
639,2053688,5112,0.6741075357538973,0.0,0.5766016713091922
640,2056960,5120,0.3973662409564649,0.0,0.6247139588100686
641,2060040,5128,0.5300645904957886,0.0,0.5873015873015873
642,2061776,5136,0.5296104648411963,0.0,0.6354679802955665
643,2066776,5144,0.34938062686906435,0.0,0.5711662075298439
644,2069280,5152,0.4969616007074528,0.0,0.5756358768406962
645,2072232,5160,0.5427230284354804,0.0,0.59
646,2073968,5168,0.5442372909072403,0.0,0.575812274368231
647,2076536,5176,0.6521472061063239,0.0,0.5466101694915254
648,2079424,5184,0.4545364332758801,0.0,0.6021003500583431
649,2082376,5192,0.5664195701871176,0.0,0.5887016848364718
650,2086096,5200,0.4427890492739147,0.0,0.5685863874345549
651,2090200,5208,0.3601236328270171,0.0,0.6182965299684543
652,2092320,5216,0.49404830613426914,0.0,0.614329268292683
653,2094312,5224,0.57292583233794,0.0,0.5797950219619327
654,2097072,5232,0.566004348369823,0.0,0.5618729096989966
655,2100536,5240,0.40453062461417416,0.0,0.5638432364096081
656,2103232,5248,0.5479295968396868,0.0,0.5942796610169492
657,2106504,5256,0.5342176575510985,0.0,0.5290948275862069
658,2109328,5264,0.3835191877877179,0.0,0.6017316017316018
659,2113112,5272,0.39191635532557945,0.0,0.623
660,2115808,5280,0.434901280645112,0.0,0.6021220159151194
661,2117992,5288,0.544542581577768,0.0,0.6232961586121437
662,2120432,5296,0.48689946338430745,0.0,0.5842696629213483
663,2123000,5304,0.5022136421739513,0.0,0.6164874551971327
664,2126208,5312,0.508926513334603,0.0,0.593654042988741
665,2128840,5320,0.46318040204289296,0.0,0.6205250596658711
666,2133392,5328,0.33638824969099507,0.0,0.6365403304178814
667,2135448,5336,0.654412810615034,0.0,0.533068783068783
668,2139168,5344,0.39323561582373184,0.0,0.592800899887514
669,2142568,5352,0.4449500229034492,0.0,0.6141078838174274
670,2146736,5360,0.4328165420656408,0.0,0.5788990825688073
671,2151288,5368,0.3548467738467743,0.0,0.5924075924075924
672,2155392,5376,0.5519576562300951,0.0,0.5711127487103905
673,2157064,5384,0.763008950446702,0.0,0.5639300134589502
674,2160784,5392,0.45814811836720426,0.0,0.6167820069204152
675,2164248,5400,0.32923386440856944,0.0,0.6670560747663551
676,2166624,5408,0.456679950038887,0.0,0.6212121212121212
677,2169512,5416,0.45490361601385504,0.0,0.6124567474048442
678,2173680,5424,0.4132427441697037,0.0,0.5958646616541353
679,2175736,5432,0.5007404313780496,0.0,0.5867507886435331
680,2178048,5440,0.4930330502203712,0.0,0.6126482213438735
681,2181000,5448,0.44860680445471923,0.0,0.6112412177985949
682,2184720,5456,0.38313631778628054,0.0,0.518467852257182
683,2188568,5464,0.3104178015112834,0.0,0.6254728877679697
684,2194016,5472,0.3032546151011821,0.0,0.6298292902066487
685,2196776,5480,0.6426693921152121,0.0,0.5604914933837429
686,2199536,5488,0.5205916182393872,0.0,0.6071044133476857
687,2204216,5496,0.3858754515231886,0.0,0.6235679214402619
688,2206272,5504,0.7229297540328148,0.0,0.5870818915801614
689,2209480,5512,0.4601008512847281,0.0,0.6030204962243797
690,2210896,5520,0.6033192060742483,0.0,0.5523012552301255
691,2213784,5528,0.43698089751426017,0.0,0.5819567979669632
692,2216800,5536,0.46226536880518476,0.0,0.5594237695078031
693,2220648,5544,0.32299875916939785,0.0,0.5890767230169051
694,2223792,5552,0.4054864446216712,0.0,0.6276102088167054
695,2226808,5560,0.4478464194437555,0.0,0.625139043381535
696,2228160,5568,0.6879934235517444,0.0,0.6049382716049383
697,2230600,5576,0.5107562908613243,0.0,0.6041666666666666
698,2232784,5584,0.6324330976980191,0.0,0.5928489042675894
699,2235352,5592,0.5552558332919684,0.0,0.569620253164557
700,2238112,5600,0.5172782703762505,0.0,0.6118568232662193
701,2240744,5608,0.5122210674790278,0.0,0.5870348139255702
702,2244592,5616,0.451798032956256,0.0,0.5928308823529411
703,2248056,5624,0.5055542807606065,0.0,0.604074402125775
704,2251584,5632,0.5178250978602978,0.0,0.5963963963963964
705,2255496,5640,0.3189238684119201,0.0,0.6299212598425197
706,2257296,5648,0.6682130894935419,0.0,0.5502248875562219
707,2260184,5656,0.5596534129801846,0.0,0.6104491292392301
708,2263456,5664,0.44548700899068067,0.0,0.6030042918454935
709,2266600,5672,0.4354448768881455,0.0,0.6215316315205327
710,2269232,5680,0.5031268631054014,0.0,0.6178128523111612
711,2273336,5688,0.45460459767848094,0.0,0.5968280467445742
712,2277440,5696,0.3698392392286992,0.0,0.6451612903225806
713,2280712,5704,0.469280556516755,0.0,0.606282722513089
714,2284368,5712,0.44448563804183544,0.0,0.5902293120638086
715,2288024,5720,0.3936609286863039,0.0,0.6060935799782372
716,2290272,5728,0.52081265133265,0.0,0.6124661246612466
717,2292520,5736,0.6990553351276072,0.0,0.5749202975557917
718,2295216,5744,0.5674197774161259,0.0,0.5980603448275862
719,2298552,5752,0.470779393500223,0.0,0.6315270935960591
720,2302592,5760,0.42153679895222484,0.0,0.5686274509803921
721,2306504,5768,0.5003735925004169,0.0,0.5917695473251029
722,2309392,5776,0.3941883387473172,0.0,0.5859969558599696
723,2313368,5784,0.40615953341407673,0.0,0.6103515625
724,2315296,5792,0.48427634710622086,0.0,0.6313432835820896
725,2317736,5800,0.5114249502068641,0.0,0.626560726447219
726,2321904,5808,0.4608826679383696,0.0,0.57996632996633
727,2325368,5816,0.4726322208074171,0.0,0.5972762645914397
728,2328896,5824,0.5223202014444595,0.0,0.5928819444444444
729,2330824,5832,0.5793257011437833,0.0,0.5703703703703704
730,2336400,5840,0.2815182358417073,0.0,0.6018711018711018
731,2338712,5848,0.5363010042599687,0.0,0.6174334140435835
732,2342560,5856,0.3783043615576869,0.0,0.5987261146496815
733,2346408,5864,0.34457510063215735,0.0,0.6385281385281385
734,2348336,5872,0.5697208620953884,0.0,0.5583596214511041
735,2350648,5880,0.5907582554050772,0.0,0.6276715410573678
736,2352832,5888,0.49961813545013445,0.0,0.6379084967320261
737,2354120,5896,0.5840944308699438,0.0,0.5691244239631337
738,2357200,5904,0.6306872153516593,0.0,0.5577100646352724
739,2360984,5912,0.4190546745420133,0.0,0.6161806208842897
740,2364576,5920,0.37357749971242665,0.0,0.6209944751381216
741,2367976,5928,0.48306185079228436,0.0,0.5583075335397317
742,2370800,5936,0.4029662879517286,0.0,0.56006006006006
743,2374712,5944,0.3963352663680102,0.0,0.6355051935788479
744,2377216,5952,0.5342664593693315,0.0,0.5966183574879227
745,2380936,5960,0.34736025921213526,0.0,0.6236203090507726
746,2385936,5968,0.475423827755413,0.0,0.5914423740510697
747,2389144,5976,0.4010704308818148,0.0,0.6061349693251534
748,2392160,5984,0.39635062984800584,0.0,0.6078680203045685
749,2393704,5992,0.6234419661769898,0.0,0.5787671232876712
750,2396400,6000,0.46078757286672684,0.0,0.5914396887159533
751,2398968,6008,0.49202626992655085,0.0,0.5862516212710766
752,2402176,6016,0.502332668141484,0.0,0.5976900866217517
753,2406152,6024,0.49129180408121187,0.0,0.5957805907172996
754,2408784,6032,0.555083281000371,0.0,0.5980392156862745
755,2412632,6040,0.4825370577229323,0.0,0.5854738706820195
756,2415456,6048,0.455703046120246,0.0,0.6351829988193625
757,2419624,6056,0.43848509389372514,0.0,0.6045918367346939
758,2423216,6064,0.5740084373038004,0.0,0.6069017254313578
759,2426360,6072,0.5033920567643597,0.0,0.6294559099437148
760,2429504,6080,0.4487691949190222,0.0,0.6444444444444445
761,2432520,6088,0.4712836193045019,0.0,0.60250569476082
762,2436368,6096,0.4842031962859515,0.0,0.5805877114870882
763,2440344,6104,0.5172425634959171,0.0,0.6022900763358778
764,2442592,6112,0.6631740073020375,0.0,0.580110497237569
765,2447720,6120,0.3132329248326472,0.0,0.6629787234042553
766,2450352,6128,0.6056267343422789,0.0,0.6299722479185939
767,2456632,6136,0.30844523630836024,0.0,0.5782493368700266
768,2459072,6144,0.6350084818774103,0.0,0.6024716786817713
769,2463496,6152,0.4039033249662325,0.0,0.6335559265442404
770,2472208,6160,0.2146801550677509,0.0,0.6391982182628062
771,2477656,6168,0.4039148697307507,0.0,0.6089108910891089
772,2482912,6176,0.3875235930052173,0.0,0.6041033434650456
773,2486952,6184,0.5113860556068022,0.0,0.5830055074744296
774,2490032,6192,0.33012800881658483,0.0,0.6235119047619048
775,2492536,6200,0.560009552445778,0.0,0.5990836197021764
776,2495872,6208,0.46155962877687257,0.0,0.5943396226415094
777,2497928,6216,0.5077158045139138,0.0,0.5800865800865801
778,2500176,6224,0.524599922960831,0.0,0.5969529085872576
779,2503384,6232,0.4712648221081519,0.0,0.608829568788501
780,2507040,6240,0.33579666425811694,0.0,0.602641056422569
781,2509608,6248,0.6236401249189407,0.0,0.5658174097664543
782,2512304,6256,0.4179875430207328,0.0,0.6092436974789915
783,2516216,6264,0.46135618088285946,0.0,0.6257261410788382
784,2519488,6272,0.5680615664271655,0.0,0.5961871750433275
785,2522632,6280,0.3685635404474901,0.0,0.6235446313065977
786,2526352,6288,0.43198994083617914,0.0,0.5808080808080808
787,2529496,6296,0.3401276538596186,0.0,0.620979020979021
788,2532128,6304,0.4332427091412825,0.0,0.6178428761651131
789,2534632,6312,0.6243925036016383,0.0,0.5969543147208122
790,2537712,6320,0.35544831301337965,0.0,0.6123595505617978
791,2540856,6328,0.34033407312198855,0.0,0.6525885558583107
792,2543296,6336,0.6229031620817519,0.0,0.5962539021852237
793,2547016,6344,0.3662705524315398,0.0,0.6333699231613611
794,2549456,6352,0.5205190570712446,0.0,0.5992462311557789
795,2552472,6360,0.5211433433778779,0.0,0.6171259842519685
796,2554848,6368,0.5306651549577402,0.0,0.6251415628539071
797,2558632,6376,0.3287918374812198,0.0,0.6134663341645885
798,2560944,6384,0.5592574898366783,0.0,0.6224018475750578
799,2565432,6392,0.2874356823731815,0.0,0.5873015873015873
800,2568320,6400,0.4620306664997941,0.0,0.6002317497103129
801,2572168,6408,0.35444967023841356,0.0,0.6695568400770713
802,2575056,6416,0.3659188695629432,0.0,0.6502732240437158
803,2577880,6424,0.5215056196302178,0.0,0.6181455633100698
804,2579552,6432,0.43320608257757426,0.0,0.6105263157894737
805,2584168,6440,0.29708290612144383,0.0,0.665098777046096
806,2588848,6448,0.3991641903834897,0.0,0.6449438202247191
807,2590776,6456,0.4355949415367808,0.0,0.6733436055469953
808,2593344,6464,0.38395034417349977,0.0,0.6277056277056277
809,2596488,6472,0.348980482405221,0.0,0.6378162450066578
810,2600272,6480,0.3333880090393313,0.0,0.6591880341880342
811,2603544,6488,0.43823322529793274,0.0,0.6546146527117032
812,2606816,6496,0.4153055548554856,0.0,0.5797280593325093
813,2610024,6504,0.3296416456925564,0.0,0.6434426229508197
